"Parasite.species","Parasite.group","minLCL","maxLCL","midLCL","Host.no","Facultative","Stage","Def.int","Flex.cycle","Length","Width","Biovolume","Host.nofac","complete_size"
"Megathylacoides giganteum","cestode",2,3,2.5,3,"no","adult","def","yes",22.5,2.5,56.25,"3rd","incomplete"
"Mesidionema praecomasculatis","nematode",1,1,1,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Mesidionema praecomasculatis","nematode",1,1,1,1,"no","adult","def","no",2.03,0.174,0.0482707910338929,"1st","incomplete"
"Mesocestoides lineatus/litteratus","cestode",3,3,3,0,NA,"embryo",NA,"no",0.0175714285714286,NA,NA,"propagule","incomplete"
"Mesocestoides lineatus/litteratus","cestode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Mesocestoides lineatus/litteratus","cestode",3,3,3,2,"no","2larv","int","no",2.56857142857143,1.18,3.27337893111615,"2nd","incomplete"
"Mesocestoides lineatus/litteratus","cestode",3,3,3,3,"no","adult","def","no",124.25,1.20922222222222,122.818166666667,"3rd","incomplete"
"Metacanthocephalus johnstoni","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Metacanthocephalus johnstoni","acanthocephalan",2,2,2,1,"no","1larv","int","no",2.059,0.61225,0.606349605916524,"1st","incomplete"
"Metacanthocephalus johnstoni","acanthocephalan",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Metaleptus rabuka","nematode",3,3,3,0,NA,"free larva",NA,"no",NA,NA,NA,"propagule","incomplete"
"Metaleptus rabuka","nematode",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Metaleptus rabuka","nematode",3,3,3,2,"no","2larv","int","no",17.5,0.4,2.19911485751286,"2nd","incomplete"
"Metaleptus rabuka","nematode",3,3,3,3,"no","adult","def","no",31.9853333333333,0.841333333333333,17.9908186798408,"3rd","incomplete"
"Metastrongylus apri","nematode",2,2,2,0,NA,"embryo",NA,"no",0.29,0.012,3.27982273034774e-05,"propagule","complete"
"Metastrongylus apri","nematode",2,2,2,1,"no","1larv","int","no",0.5875,0.026,0.000342449307204555,"1st","complete"
"Metastrongylus apri","nematode",2,2,2,2,"no","adult","def","no",37.0833333333333,0.4198,5.91020608739045,"2nd","complete"
"Metastrongylus pudendotectus","nematode",2,2,2,0,NA,"embryo",NA,"no",0.3075,0.013,4.08151790563569e-05,"propagule","incomplete"
"Metastrongylus pudendotectus","nematode",2,2,2,1,"no","1larv","int","no",0.6275,0.026,0.000333158046931564,"1st","incomplete"
"Metastrongylus pudendotectus","nematode",2,2,2,2,"no","adult","def","no",28.71,NA,NA,"2nd","incomplete"
"Metastrongylus salmi","nematode",2,2,2,0,NA,"embryo",NA,"no",0.285,0.012,3.22327406258313e-05,"propagule","incomplete"
"Metastrongylus salmi","nematode",2,2,2,1,"no","1larv","int","no",0.59,NA,NA,"1st","incomplete"
"Metastrongylus salmi","nematode",2,2,2,2,"no","adult","def","no",32.6,0.3632,3.78158986650191,"2nd","incomplete"
"Metroliasthes lucida","cestode",2,2,2,0,NA,"embryo",NA,"no",0.03,0.03,0.000471238898038469,"propagule","complete"
"Metroliasthes lucida","cestode",2,2,2,1,"no","1larv","int","no",0.515,0.4285,0.115546468802094,"1st","complete"
"Metroliasthes lucida","cestode",2,2,2,2,"no","adult","def","no",200,2.075,415,"2nd","complete"
"Microcephaloides variabilis","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Microcephaloides variabilis","cestode",2,2,2,1,"no","1larv","int","no",0.117,0.108,0.0066161941284601,"1st","incomplete"
"Microcephaloides variabilis","cestode",2,2,2,2,"no","adult","def","no",38.5,2.7,100.8,"2nd","incomplete"
"Micropleura indica","nematode",2,2,2,0,NA,"free larva",NA,"no",0.795,0.02,0.000249756615960389,"propagule","complete"
"Micropleura indica","nematode",2,2,2,1,"no","1larv","int","no",0.62,0.0315,0.000483173023131293,"1st","complete"
"Micropleura indica","nematode",2,2,2,2,"no","adult","def","no",22.25,0.855,12.8340735783532,"2nd","complete"
"Microsomacanthus albertensis","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Microsomacanthus albertensis","cestode",2,2,2,1,"no","1larv","int","no",0.31,0.22,0.035709436495804,"1st","incomplete"
"Microsomacanthus albertensis","cestode",2,2,2,2,"no","adult","def","no",5.5,0.3825,2.10375,"2nd","incomplete"
"Microsomacanthus compressa","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Microsomacanthus compressa","cestode",2,3,2.5,1,"no","1larv","int","yes",0.264416666666667,0.214166666666667,0.0302107548707802,"1st","incomplete"
"Microsomacanthus compressa","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.231,0.205,0.0247950200184574,"2nd","incomplete"
"Microsomacanthus compressa","cestode",2,3,2.5,3,"no","adult","def","yes",31.25,0.685,20.6625,"3rd","incomplete"
"Microsomacanthus diorchis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0495,0.0305,0.000790503251459532,"propagule","incomplete"
"Microsomacanthus diorchis","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Microsomacanthus diorchis","cestode",2,2,2,2,"no","adult","def","no",6.8,0.34375,2.5664375,"2nd","incomplete"
"Microsomacanthus ductilis","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Microsomacanthus ductilis","cestode",2,2,2,1,"no","1larv","int","no",0.32,0.222,0.0374268404797664,"1st","incomplete"
"Microsomacanthus ductilis","cestode",2,2,2,2,"no","adult","def","no",18,0.5,9,"2nd","incomplete"
"Microsomacanthus hopkinsi","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0245,0.02,0.000293215314335047,"propagule","complete"
"Microsomacanthus hopkinsi","cestode",2,2,2,1,"no","1larv","int","no",0.19725,0.15725,0.016315272397796,"1st","complete"
"Microsomacanthus hopkinsi","cestode",2,2,2,2,"no","adult","def","no",14.3,0.3282,4.844,"2nd","complete"
"Microsomacanthus microskrjabini","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Microsomacanthus microskrjabini","cestode",2,2,2,1,"no","1larv","int","no",0.26,0.155,0.0211010306566114,"1st","incomplete"
"Microsomacanthus microskrjabini","cestode",2,2,2,2,"no","adult","def","no",3.5,0.495,1.7325,"2nd","incomplete"
"Microsomacanthus paracompressa","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.02596,0.0197125,0.000286438637181866,"propagule","complete"
"Microsomacanthus paracompressa","cestode",2,3,2.5,1,"no","1larv","int","yes",0.25075,0.20075,0.0263552789198934,"1st","complete"
"Microsomacanthus paracompressa","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.21,0.202,0.0222110600608798,"2nd","complete"
"Microsomacanthus paracompressa","cestode",2,3,2.5,3,"no","adult","def","yes",32.32,0.896,33.243,"3rd","complete"
"Microsomacanthus paramicrosoma","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.028,0.023,0.000337197611485304,"propagule","complete"
"Microsomacanthus paramicrosoma","cestode",2,3,2.5,1,"no","1larv","int","yes",0.25,0.2,0.0261799387799149,"1st","complete"
"Microsomacanthus paramicrosoma","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.203,0.2,0.0212581102892909,"2nd","complete"
"Microsomacanthus paramicrosoma","cestode",2,3,2.5,3,"no","adult","def","yes",21.5,0.9425,19.74625,"3rd","complete"
"Microsomacanthus paraparvula","cestode",2,2,2,0,NA,"embryo",NA,"no",0.03,0.0245,0.00038484510006475,"propagule","complete"
"Microsomacanthus paraparvula","cestode",2,2,2,1,"no","1larv","int","no",0.44,0.316,0.0728011737591875,"1st","complete"
"Microsomacanthus paraparvula","cestode",2,2,2,2,"no","adult","def","no",4.025,0.184,0.4416,"2nd","complete"
"Microsomacanthus pusilla","cestode",2,2,2,0,NA,"embryo",NA,"no",0.025,0.022,0.000287979326579064,"propagule","complete"
"Microsomacanthus pusilla","cestode",2,2,2,1,"no","1larv","int","no",0.171,0.14,0.0125349546878233,"1st","complete"
"Microsomacanthus pusilla","cestode",2,2,2,2,"no","adult","def","no",0.953,0.301,0.286853,"2nd","complete"
"Microsomacanthus spinocirrosa","cestode",2,2,2,0,NA,"embryo",NA,"no",0.03175,0.02525,0.000423002360836476,"propagule","complete"
"Microsomacanthus spinocirrosa","cestode",2,2,2,1,"no","1larv","int","no",0.178,0.145,0.0135140843981921,"1st","complete"
"Microsomacanthus spinocirrosa","cestode",2,2,2,2,"no","adult","def","no",2.595,0.325,0.84485,"2nd","complete"
"Microsomacanthus spiralibursata","cestode",2,3,2.5,0,NA,"embryo",NA,"yes",0.022,NA,NA,"propagule","incomplete"
"Microsomacanthus spiralibursata","cestode",2,3,2.5,1,"no","1larv","int","yes",0.23,0.1825,0.022161318177198,"1st","incomplete"
"Microsomacanthus spiralibursata","cestode",2,3,2.5,2,"paratenic","2larv","int","yes",0.251,0.1815,0.0238533276205439,"2nd","incomplete"
"Microsomacanthus spiralibursata","cestode",2,3,2.5,3,"no","adult","def","yes",7.85,0.5975,6.723375,"3rd","incomplete"
"Microsomacanthus trombidacantha","cestode",2,2,2,0,NA,"embryo",NA,"no",0.028,0.025,0.000366519142918809,"propagule","complete"
"Microsomacanthus trombidacantha","cestode",2,2,2,1,"no","1larv","int","no",0.159,0.128,0.0106562822809766,"1st","complete"
"Microsomacanthus trombidacantha","cestode",2,2,2,2,"no","adult","def","no",12,0.24,2.88,"2nd","complete"
"Microsomacanthus tuvensis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0375,0.03075,0.000602793090407541,"propagule","complete"
"Microsomacanthus tuvensis","cestode",2,2,2,1,"no","1larv","int","no",0.169,0.128,0.0113249179174156,"1st","complete"
"Microsomacanthus tuvensis","cestode",2,2,2,2,"no","adult","def","no",10.92,0.2985,2.756,"2nd","complete"
"Microtetrameres centuri","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Microtetrameres centuri","nematode",2,2,2,1,"no","1larv","int","no",1.481,0.049,0.00279278240665988,"1st","incomplete"
"Microtetrameres centuri","nematode",2,2,2,2,"no","adult","def","no",1.55,0.8,0.649262481741891,"2nd","incomplete"
"Microtetrameres corax","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Microtetrameres corax","nematode",2,2,2,1,"no","1larv","int","no",2.25,0.0655,0.00760914357401237,"1st","incomplete"
"Microtetrameres corax","nematode",2,2,2,2,"no","adult","def","no",1.25,1.1,0.719948316447661,"2nd","incomplete"
"Microtetrameres helix","nematode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Microtetrameres helix","nematode",2,2,2,1,"no","1larv","int","no",2.435,0.8,1.22396449783858,"1st","incomplete"
"Microtetrameres helix","nematode",2,2,2,2,"no","adult","def","no",1.25,1.15,0.752673239922554,"2nd","incomplete"
"Microtetrameres inermis","nematode",2,2,2,0,NA,"embryo",NA,"no",0.235,NA,NA,"propagule","incomplete"
"Microtetrameres inermis","nematode",2,2,2,1,"no","1larv","int","no",1.55,0.058,0.00409522310358698,"1st","incomplete"
"Microtetrameres inermis","nematode",2,2,2,2,"no","adult","def","no",1.71,1.18,0.877342108392509,"2nd","incomplete"
"Molineus barbatus","nematode",1,1,1,0,NA,"free larva",NA,"no",0.52,NA,NA,"propagule","incomplete"
"Molineus barbatus","nematode",1,1,1,1,"no","adult","def","no",6.375,0.071,0.0239531124572035,"1st","incomplete"
"Molluscotaenia crassiscolex","cestode",2,2,2,0,NA,"embryo",NA,"no",0.027,0.015,0.000212057504117311,"propagule","complete"
"Molluscotaenia crassiscolex","cestode",2,2,2,1,"no","1larv","int","no",0.55575,0.55575,0.162742942486208,"1st","complete"
"Molluscotaenia crassiscolex","cestode",2,2,2,2,"no","adult","def","no",21.0666666666667,1.08333333333333,21.08,"2nd","complete"
"Molluscotaenia estavarensis","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Molluscotaenia estavarensis","cestode",2,2,2,1,"no","1larv","int","no",0.53,0.53,0.147078896065562,"1st","incomplete"
"Molluscotaenia estavarensis","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","incomplete"
"Moniezia benedeni","cestode",2,2,2,0,NA,"embryo",NA,"no",0.0229,0.0213,0.000255395774773582,"propagule","complete"
"Moniezia benedeni","cestode",2,2,2,1,"no","1larv","int","no",0.143633333333333,0.133333333333333,0.0101327794984871,"1st","complete"
"Moniezia benedeni","cestode",2,2,2,2,"no","adult","def","no",2220,16,35520,"2nd","complete"
"Moniezia expansa","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Moniezia expansa","cestode",2,2,2,1,"no","1larv","int","no",0.162125,0.140616666666667,0.0120807676565768,"1st","incomplete"
"Moniezia expansa","cestode",2,2,2,2,"no","adult","def","no",2733.33333333333,9.23571428575,27373.3333333333,"2nd","incomplete"
"Moniliformis clarki","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.047,0.025,0.000615228561328001,"propagule","complete"
"Moniliformis clarki","acanthocephalan",2,2,2,1,"no","1larv","int","no",0.75,0.22,0.0285099533313274,"1st","complete"
"Moniliformis clarki","acanthocephalan",2,2,2,2,"no","adult","def","no",146.666666666667,2.2,633.428854767798,"2nd","complete"
"Moniliformis moniliformis","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.08325,0.03125,0.00136423660982137,"propagule","complete"
"Moniliformis moniliformis","acanthocephalan",2,2,2,1,"no","1larv","int","no",1.08521428575,0.755761904666667,0.489291895798229,"1st","complete"
"Moniliformis moniliformis","acanthocephalan",2,2,2,2,"no","adult","def","no",141.166666666667,2.18333333333333,634.655057650402,"2nd","complete"
"Monobothrium hunteri","cestode",2,2,2,0,NA,"embryo",NA,"no",0.045,0.019,0.000447676953136545,"propagule","complete"
"Monobothrium hunteri","cestode",2,2,2,1,"no","1larv","int","no",0.8,0.275,0.0475165888855456,"1st","complete"
"Monobothrium hunteri","cestode",2,2,2,2,"no","adult","def","no",13.9,0.9,8.84279792169187,"2nd","complete"
"Monobothrium ingens","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Monobothrium ingens","cestode",2,2,2,1,"no","1larv","int","no",2.1,0.19,0.0595410347671606,"1st","incomplete"
"Monobothrium ingens","cestode",2,2,2,2,"no","adult","def","no",60,NA,NA,"2nd","incomplete"
"Monobothrium ulmeri","cestode",2,2,2,0,NA,"embryo",NA,"no",0.048,0.021,0.000527787565803085,"propagule","complete"
"Monobothrium ulmeri","cestode",2,2,2,1,"no","1larv","int","no",2.4,0.296296296,0.165483069487755,"1st","complete"
"Monobothrium ulmeri","cestode",2,2,2,2,"no","adult","def","no",15.2,1,11.9380520836412,"2nd","complete"
"Monoecocestus sigmodontis","cestode",2,2,2,0,NA,"embryo",NA,"no",0.017,0.017,0.000151320046147908,"propagule","complete"
"Monoecocestus sigmodontis","cestode",2,2,2,1,"no","1larv","int","no",0.1,0.095,0.00497418836818384,"1st","complete"
"Monoecocestus sigmodontis","cestode",2,2,2,2,"no","adult","def","no",43.25,3,129.75,"2nd","complete"
"Monoecocestus sp.","cestode",2,2,2,0,NA,"embryo",NA,"no",0.017,0.017,0.000151320046147908,"propagule","complete"
"Monoecocestus sp.","cestode",2,2,2,1,"no","1larv","int","no",0.153,0.153,0.0123522187151395,"1st","complete"
"Monoecocestus sp.","cestode",2,2,2,2,"no","adult","def","no",124.375,7.85,976.2625,"2nd","complete"
"Mosgovoyia pectinata","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","incomplete"
"Mosgovoyia pectinata","cestode",2,2,2,1,"no","1larv","int","no",0.138,0.138,0.009971415082494,"1st","incomplete"
"Mosgovoyia pectinata","cestode",2,2,2,2,"no","adult","def","no",99.8,10.9,1119.1,"2nd","incomplete"
"Muellerius capillaris","nematode",2,2,2,0,NA,"free larva",NA,"no",0.328633333333333,0.0179333333333333,9.64029674077272e-05,"propagule","complete"
"Muellerius capillaris","nematode",2,2,2,1,"no","1larv","int","no",0.63912,0.0493333333333333,0.0014493297884365,"1st","complete"
"Muellerius capillaris","nematode",2,2,2,2,"no","adult","def","no",22.5,0.0575,0.0628809404570082,"2nd","complete"
"Multitesticulata filamentosa","cestode",2,2,2,0,NA,"embryo",NA,"no",NA,NA,NA,"propagule","all missing"
"Multitesticulata filamentosa","cestode",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","all missing"
"Multitesticulata filamentosa","cestode",2,2,2,2,"no","adult","def","no",NA,NA,NA,"2nd","all missing"
"Muspicea borreli","nematode",1,1,1,0,NA,"free larva",NA,"no",0.3025,0.0165,6.4681956620449e-05,"propagule","complete"
"Muspicea borreli","nematode",1,1,1,1,"no","adult","def","no",1.75,0.25,0.0859029241215959,"1st","complete"
"Nematodiroides zembrae","nematode",1,1,1,0,NA,"free larva",NA,"no",0.974,0.0275,0.000578514469681518,"propagule","complete"
"Nematodiroides zembrae","nematode",1,1,1,1,"no","adult","def","no",11.6,0.084,0.0642845255148158,"1st","complete"
"Nematodirus abnormalis","nematode",1,1,1,0,NA,"free larva",NA,"no",0.9905,NA,NA,"propagule","all missing"
"Nematodirus abnormalis","nematode",1,1,1,1,"no","adult","def","no",17.55,NA,NA,"1st","all missing"
"Nematodirus battus","nematode",1,1,1,0,NA,"free larva",NA,"no",0.851,NA,NA,"propagule","incomplete"
"Nematodirus battus","nematode",1,1,1,1,"no","adult","def","no",18.15,0.23,0.757386937899878,"1st","incomplete"
"Nematodirus filicollis","nematode",1,1,1,0,NA,"free larva",NA,"no",0.792,0.0275,0.00059395736106932,"propagule","complete"
"Nematodirus filicollis","nematode",1,1,1,1,"no","adult","def","no",16.8333333333333,0.2,0.529591527209639,"1st","complete"
"Nematodirus helvetianus","nematode",1,1,1,0,NA,"free larva",NA,"no",1.107,0.035,0.00106505881442919,"propagule","incomplete"
"Nematodirus helvetianus","nematode",1,1,1,1,"no","adult","def","no",21.5,NA,NA,"1st","incomplete"
"Nematodirus spathiger","nematode",1,1,1,0,NA,"free larva",NA,"no",1.0365,NA,NA,"propagule","incomplete"
"Nematodirus spathiger","nematode",1,1,1,1,"no","adult","def","no",21.75,0.3425,2.60320221258084,"1st","incomplete"
"Nematoparataenia southwelli","cestode",2,2,2,0,NA,"embryo",NA,"no",0.016,0.0135,0.000113097335529233,"propagule","complete"
"Nematoparataenia southwelli","cestode",2,2,2,1,"no","1larv","int","no",0.1815,0.1725,0.0163932231655132,"1st","complete"
"Nematoparataenia southwelli","cestode",2,2,2,2,"no","adult","def","no",3.025,0.335,0.68675,"2nd","complete"
"Neocamallanus ophiocephali","nematode",2,2,2,0,NA,"free larva",NA,"no",0.265,0.012,2.88398205599543e-05,"propagule","incomplete"
"Neocamallanus ophiocephali","nematode",2,2,2,1,"no","1larv","int","no",0.574,NA,NA,"1st","incomplete"
"Neocamallanus ophiocephali","nematode",2,2,2,2,"no","adult","def","no",10.7,0.509,3.16809120222466,"2nd","incomplete"
"Neocamallanus singhi","nematode",2,3,2.5,0,NA,"free larva",NA,"yes",0.237,0.013,3.1457552638558e-05,"propagule","incomplete"
"Neocamallanus singhi","nematode",2,3,2.5,1,"no","1larv","int","yes",0.684,0.036,0.000696227197517956,"1st","incomplete"
"Neocamallanus singhi","nematode",2,3,2.5,2,"paratenic","2larv","int","yes",NA,NA,NA,"2nd","incomplete"
"Neocamallanus singhi","nematode",2,3,2.5,3,"no","adult","def","yes",10.2756,0.2183,0.413571519457895,"3rd","incomplete"
"Neoctenotaenia ctenoides","cestode",2,2,2,0,NA,"embryo",NA,"no",0.02,0.02,0.00020943951023932,"propagule","complete"
"Neoctenotaenia ctenoides","cestode",2,2,2,1,"no","1larv","int","no",0.14,0.13,0.00952949771588904,"1st","complete"
"Neoctenotaenia ctenoides","cestode",2,2,2,2,"no","adult","def","no",375,10,3750,"2nd","complete"
"Neoechinorhynchus cristatus","acanthocephalan",2,2,2,0,NA,"embryo",NA,"no",0.0435,0.016,0.000365995544143211,"propagule","incomplete"
"Neoechinorhynchus cristatus","acanthocephalan",2,2,2,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Neoechinorhynchus cristatus","acanthocephalan",2,2,2,2,"no","adult","def","no",4.75,0.43,0.689795571957894,"2nd","incomplete"
"Neoechinorhynchus cylindratus","acanthocephalan",2,4,3,0,NA,"embryo",NA,"yes",NA,NA,NA,"propagule","incomplete"
"Neoechinorhynchus cylindratus","acanthocephalan",2,4,3,1,"no","1larv","int","yes",0.79,0.09,0.00502576284758027,"1st","incomplete"
"Neoechinorhynchus cylindratus","acanthocephalan",2,4,3,2,"paratenic","2larv","int","yes",2.265,0.2975,0.160158098955696,"2nd","incomplete"
"Neoechinorhynchus cylindratus","acanthocephalan",2,4,3,3,"no","adult","def","yes",9.1,0.525,1.96992585595644,"3rd","incomplete"
"Neoechinorhynchus emydis","acanthocephalan",3,3,3,0,NA,"embryo",NA,"no",0.022,0.011,0.000126710903694788,"propagule","incomplete"
"Neoechinorhynchus emydis","acanthocephalan",3,3,3,1,"no","1larv","int","no",NA,NA,NA,"1st","incomplete"
"Neoechinorhynchus emydis","acanthocephalan",3,3,3,2,"no","2larv","int","no",1.445,0.25,0.0741021439289533,"2nd","incomplete"
"Neoechinorhynchus emydis","acanthocephalan",3,3,3,3,"no","adult","def","no",16.2,1,12.7234502470387,"3rd","incomplete"
"Neoechinorhynchus rutili","acanthocephalan",2,4,3,0,NA,"embryo",NA,"yes",0.024,0.009,0.000113097335529233,"propagule","complete"
"Neoechinorhynchus rutili","acanthocephalan",2,4,3,1,"no","1larv","int","yes",0.8,0.14,0.0141999987942259,"1st","complete"
